strategy_date,training_date,audit_status,audit_scope,audit_result,lesson_type,lesson_note,rank,code,name,push_level,fast_level,fast_score,market_price_date,market_lag_days,market_source,observed_days,latest_return_pct,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,return_1d_pct,return_3d_pct,return_5d_pct,open_buy_return_3d_pct,open_buy_return_5d_pct,max_gain_5d_pct,capture_type,snapshot_time,reasons,risks,strategy_version
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,10,600487,亨通光电,不推送,下个交易日主盯,62.85,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top10；温和放量；持续霸榜；市场强势且个股相对强势,近5日趋势未确认；仍在20日线下方；热度可能进入后段,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,28,688146,中船特气,不推送,下个交易日主盯,61.85,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top50；当日强涨；收盘承接较强；近5日趋势升温；站上20日线且不过热；人气排名明显上升；市场强势且个股相对强势,量能不足,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,90,600580,卧龙电驱,不推送,下个交易日主盯,60.95,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；持续霸榜；市场强势且个股相对强势,热度可能进入后段,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,34,002354,天娱数科,不推送,下个交易日主盯,56.89,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top50；温和放量；持续霸榜,近5日趋势未确认；热度可能进入后段；强势市里个股相对走弱,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,9,000636,风华高科,不推送,下个交易日主盯,56.35,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top10；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；市场强势且个股相对强势,当日转弱；收盘承接偏弱；热度可能进入后段,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,84,000566,海南海药,观察池,下个交易日主盯,56.35,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；市场强势且个股相对强势；收盘强势，次日确认,次日高开或一字风险；v1每日精选未入前5,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,71,002202,金风科技,不推送,下个交易日主盯,56.25,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,当日上涨；温和放量；近5日趋势升温；连续上榜确认；市场强势且个股相对强势,-,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,4,603221,爱丽家居,观察池,下个交易日主盯,55.95,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top10；当日涨停附近；收在日内高位；站上20日线且不过热；人气排名明显上升；市场强势且个股相对强势,一字或近似一字，参与点差；一字板不可买,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,6,300308,中际旭创,不推送,下个交易日主盯,55.75,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top10；近5日趋势升温；持续霸榜；市场强势且个股相对强势,仍在20日线下方；热度可能进入后段,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,40,001309,德明利,不推送,下个交易日主盯,55.75,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top50；当日上涨；收盘承接较强；温和放量；持续霸榜；市场强势且个股相对强势,近5日趋势未确认；仍在20日线下方；热度可能进入后段,v1
2026-08-06,2026-07-30,等待结算,快策略候选,等待下个交易日,pending,已记录本次策略，等下个交易日行情更新后自动结算。,31,601700,风范股份,观察池,下个交易日主盯,55.05,2026-08-06,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-06 14:30:00,人气Top50；当日涨停附近；收在日内高位；站上20日线且不过热；连续上榜确认；人气排名明显上升；市场强势且个股相对强势；收盘强势，次日确认,次日高开或一字风险；v1每日精选未入前5,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,27,000981,山子高科,收盘强势观察,下个交易日主盯,88.0,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；市场强势且个股相对强势；v2强势延续修正；v2连榜升温修正；v2低分涨停修正；收盘强势，次日确认；v1每日精选入选,次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,13,601138,工业富联,收盘强势观察,下个交易日主盯,82.15,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top20；当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升；市场强势且个股相对强势；收盘强势，次日确认；v1每日精选入选,热度可能进入后段；次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,17,603259,药明康德,观察池,下个交易日主盯,77.05,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top20；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,v1每日精选未入前5,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,9,003032,传智教育,收盘强势观察,下个交易日主盯,73.65,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top10；当日涨停附近；收在日内高位；站上20日线且不过热；持续霸榜；市场强势且个股相对强势；收盘强势，次日确认；v1每日精选入选,热度可能进入后段；次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,95,603993,洛阳钼业,不推送,下个交易日主盯,71.65,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；市场强势且个股相对强势,人气排名明显回落,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,82,600580,卧龙电驱,不推送,下个交易日主盯,68.95,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,人气排名明显回落,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,92,000593,德龙汇能,观察池,下个交易日主盯,67.9,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日涨停附近；收在日内高位；放量仍可控；近5日强势延续；站上20日线且不过热；市场强势且个股相对强势；收盘强势，次日确认,短线涨幅偏高；次日高开或一字风险；v1每日精选未入前5,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,6,000725,京东方A,观察池,下个交易日主盯,66.35,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top10；当日上涨；收盘承接较强；温和放量；持续霸榜；市场强势且个股相对强势,热度可能进入后段；v1每日精选未入前5,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,4,600487,亨通光电,不推送,下个交易日主盯,64.55,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top10；当日强涨；收在日内高位；放量仍可控；持续霸榜；市场强势且个股相对强势,近5日趋势未确认；仍在20日线下方；热度可能进入后段,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,63,002202,金风科技,不推送,下个交易日主盯,62.05,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日上涨；温和放量；近5日趋势升温；连续上榜确认；人气排名明显上升；市场强势且个股相对强势,-,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,88,300408,三环集团,不推送,下个交易日主盯,61.85,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,-,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,45,601899,紫金矿业,观察池,下个交易日主盯,60.65,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升；市场强势且个股相对强势,热度可能进入后段；v1每日精选未入前5,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,36,300285,国瓷材料,观察池,下个交易日主盯,59.05,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日涨停附近；收盘承接较强；温和放量；近5日趋势升温；连续上榜确认；市场强势且个股相对强势；收盘强势，次日确认,仍在20日线下方；次日高开或一字风险；v1每日精选未入前5,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,12,002131,利欧股份,不推送,下个交易日主盯,58.3,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top20；当日上涨；收盘承接较强；近5日强势延续；站上20日线且不过热；持续霸榜；市场强势且个股相对强势,短线涨幅偏高；热度可能进入后段,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,24,603629,利通电子,观察池,下个交易日主盯,55.55,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；持续霸榜；市场强势且个股相对强势；收盘强势，次日确认,热度可能进入后段；次日高开或一字风险；v1每日精选未入前5,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,85,002674,兴业科技,不推送,下个交易日主盯,54.95,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日涨停附近；收在日内高位；温和放量；市场强势且个股相对强势；收盘强势，次日确认,近5日趋势未确认；次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,100,002580,圣阳股份,不推送,下个交易日主盯,53.1,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日上涨；温和放量；近5日强势延续；站上20日线且不过热；市场强势且个股相对强势,短线涨幅偏高,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,5,002384,东山精密,不推送,下个交易日主盯,52.95,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top10；当日上涨；收盘承接较强；温和放量；持续霸榜；市场强势且个股相对强势,近5日趋势未确认；仍在20日线下方；热度可能进入后段,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,11,600176,中国巨石,不推送,下个交易日主盯,52.55,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top20；当日强涨；收盘承接较强；温和放量；持续霸榜；人气排名明显上升；市场强势且个股相对强势,仍在20日线下方；热度可能进入后段,v1
2026-08-05,2026-07-29,次日已审,快策略候选,优先走弱,priority_failed,下个交易日主盯 未兑现，复盘风险项：热度可能进入后段,7,000636,风华高科,重点观察,下个交易日主盯,78.95,2026-08-05,0,common_index_cache,1,-0.34,-4.22,-0.34,1.11,-0.34,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top10；当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；市场强势且个股相对强势；v1每日精选入选,热度可能进入后段,v1
2026-08-05,2026-07-29,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,40,000657,中钨高新,收盘强势观察,下个交易日主盯,82.15,2026-08-05,0,common_index_cache,1,8.83,7.0,8.83,9.99,8.83,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；连续上榜确认；人气排名明显上升；市场强势且个股相对强势；收盘强势，次日确认；v1每日精选入选,次日高开或一字风险,v1
2026-08-05,2026-07-29,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,2,000938,紫光股份,观察池,下个交易日主盯,60.65,2026-08-05,0,common_index_cache,1,2.62,-2.6,2.62,4.06,2.62,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top3；当日强涨；收盘承接较强；温和放量；持续霸榜；人气排名明显上升；市场强势且个股相对强势,近5日趋势未确认；热度可能进入后段；v1每日精选未入前5,v1
2026-08-05,2026-07-29,次日已审,快策略候选,暂未强势,neutral,继续等待更多交易日或降低权重。,94,000603,盛达资源,不推送,下个交易日主盯,54.5,2026-08-05,0,common_index_cache,1,7.38,9.98,7.38,10.02,7.38,,,,,,intraday_1430,2026-08-05 14:30:00,当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热；市场强势且个股相对强势；收盘强势，次日确认,短线涨幅偏高；人气排名明显回落；次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,79,601208,东材科技,不推送,优先观察,48.75,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日涨停附近；收在日内高位；温和放量；连续上榜确认；人气排名明显上升；市场强势且个股相对强势；收盘强势，次日确认,近5日趋势未确认；仍在20日线下方；次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,60,603039,泛微网络,不推送,优先观察,48.6,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日上涨；放量仍可控；近5日强势延续；站上20日线且不过热；市场强势且个股相对强势,短线涨幅偏高；人气排名明显回落,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,98,300033,同花顺,不推送,优先观察,46.45,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；市场强势且个股相对强势,人气排名明显回落,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,54,300476,胜宏科技,不推送,备选观察,44.05,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,当日涨停附近；收盘承接较强；温和放量；连续上榜确认；人气排名明显上升；市场强势且个股相对强势；收盘强势，次日确认,近5日趋势未确认；仍在20日线下方；次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,34,301526,国际复材,不推送,备选观察,43.85,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日涨停附近；收盘承接较强；温和放量；持续霸榜；人气排名明显上升；市场强势且个股相对强势；收盘强势，次日确认,近5日趋势未确认；仍在20日线下方；热度可能进入后段；次日高开或一字风险,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,47,002703,浙江世宝,观察池,备选观察,43.4,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热；人气排名明显上升；市场强势且个股相对强势,量能不足；短线涨幅偏高；一字或近似一字，参与点差；一字板不可买,v1
2026-08-05,2026-07-29,待补行情,快策略候选,待补行情,pending_data,信号日后应已有行情，但本地日K还没补齐；补齐后会自动重新审查。,43,601700,风范股份,观察池,备选观察,43.05,2026-08-05,0,common_index_cache,0,,,,,,,,,,,intraday_1430,2026-08-05 14:30:00,人气Top50；当日涨停附近；收在日内高位；站上20日线且不过热；连续上榜确认；人气排名明显上升；市场强势且个股相对强势；收盘强势，次日确认,次日高开或一字风险；v1每日精选未入前5,v1
